We have 342 topology rules
(DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D171,D64,D70,D12,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78 + DX,D0,D25,DX,DX,D6,D171,D64,D78,D167,D171,D64,D70,D12,D0,D78 + DX,D0,D80,DX,DX,D6,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78 + DX,D1,D187,DX,DX,D6,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78 + DX,D13,D61,DX,DX,D6,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78 + DX,D27,01011xxx,DX,DX,D17,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78 + DX,D27,0110000x,DX,DX,D17,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78 + DX,D27,D98,DX,DX,D17,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D10,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D25,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D177,D171,D64,D70,D12,D0,D78 + DX,D1,D245,DX,DX,D6,D171,D64,D78,D52,D171,D64,D70,D12,D0,D78 + DX,D1,1111011x,DX,DX,D6,D171,D64,D78,D52,D171,D64,D70,D12,D0,D78 + DX,D1,11111xxx,DX,DX,D6,D171,D64,D78,D52,D171,D64,D70,D12,D0,D78 + DX,0000001x,DX,DX,DX,D6,D171,D64,D78,D52,D171,D64,D70,D12,D0,D78 + DX,000001xx,DX,DX,DX,D6,D171,D64,D78,D52,D171,D64,D70,D12,D0,D78 + DX,00001xxx,DX,DX,DX,D6,D171,D64,D78,D52,D171,D64,D70,D12,D0,D78 + DX,0001xxxx,DX,DX,DX,D6,D171,D64,D78,D52,D171,D64,D70,D12,D0,D78 + DX,001xxxxx,DX,DX,DX,D6,D171,D64,D78,D52,D171,D64,D70,D12,D0,D78 + DX,01xxxxxx,DX,DX,DX,D6,D171,D64,D78,D52,D171,D64,D70,D12,D0,D78 + DX,1xxxxxxx,DX,DX,DX,D6,D171,D64,D78,D52,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D44,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D146,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D18,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D14,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,D6,D171,D64,D78,D48,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,D6,D171,D64,D78,D54,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D62,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D81,D171,D64,D70,D12,D0,D78 + DX,D21,D91,DX,DX,D6,D171,D64,D78,D81,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,D6,D171,D64,D78,D221,D171,D64,D70,D12,D0,D78 + DX,D0,0001010x,DX,DX,D6,D171,D64,D78,D149,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D164,D171,D64,D70,D12,D0,D78 + DX,D0,D25,DX,DX,D6,D171,D64,D78,D120,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D120,D171,D64,D70,D12,D0,D78 + DX,D0,D25,DX,DX,D6,D171,D64,D78,D65,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D65,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D29,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D237,D171,D64,D70,D12,D0,D78 + DX,D0,D25,DX,DX,D6,D171,D64,D78,D237,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,D6,D171,D64,D78,D222,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,D6,D171,D64,D78,D223,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D77,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D20,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D21,D171,D64,D70,D12,D0,D78 + DX,D30,D10,DX,DX,D6,D171,D64,D78,D49,D171,D64,D70,D12,D0,D78 + DX,D31,D144,DX,DX,D6,D171,D64,D78,D167,D171,D64,D70,D12,D0,D78 + DX,D20,D199,DX,DX,D6,D171,D64,D78,D49,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D39,D171,D64,D70,D12,D0,D78 + DX,D9,D97,DX,DX,D6,D171,D64,D78,D18,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,D6,D171,D64,D78,D42,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D191,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D216,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D245,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D246,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D247,D171,D64,D70,D12,D0,D78 + DX,D3,D134,DX,DX,D6,D171,D64,D78,D247,D171,D64,D70,D12,D0,D78 + DX,D32,D141,DX,DX,D6,D171,D64,D78,D247,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D248,D171,D64,D70,D12,D0,D78 + DX,D3,D134,DX,DX,D6,D171,D64,D78,D248,D171,D64,D70,D12,D0,D78 + DX,D32,D141,DX,DX,D6,D171,D64,D78,D248,D171,D64,D70,D12,D0,D78 + DX,D39,D15,DX,DX,D6,D171,D64,D78,D21,D171,D64,D70,D12,D0,D78 + DX,D0,D22,DX,DX,D6,D171,D64,D78,D26,D171,D64,D70,D12,D0,D78)) @ 0x9600000003 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D171,D64,D70,D12,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78)) @ 0xa200000010 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D171,010000xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78)) @ 0xa10000004a <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D171,010000xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78)) @ 0xa000000001 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D171,010000xx,DX,DX,D0,D78)) @ 0x98000002b5 <-- DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,DX,DX,DX,DX,D0,D2 @ 0x970000004c <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0x960000002f <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xc00000008 <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000037 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
367 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D171,010000xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,D64,D70,D12,D0,D78 + DX,DX,DX,DX,DX,D6,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,D64,D64,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D20,D171,010000xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D77,D171,010000xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,D66,D183,01110xxx,D0,D78 + DX,D27,01011xxx,DX,DX,D17,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 + DX,D27,0110000x,DX,DX,D17,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 + DX,D27,D98,DX,DX,D17,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D10,D171,010000xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D25,D171,010000xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D177,D171,010000xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,D66,D180,101100xx,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,D44,D171,010000xx,DX,DX,D0,D78)) @ 0x9600000003 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D171,010000xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78)) @ 0xa20000000d <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D171,010000xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78)) @ 0xa10000004a <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D171,010000xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78)) @ 0xa000000001 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D171,010000xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D171,010000xx,DX,DX,D0,D78)) @ 0x98000002b5 <-- DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,DX,DX,DX,DX,D0,D2 @ 0x970000004c <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0x960000002f <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xc00000008 <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000037 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
367 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D64,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,D24,D64,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,D24,D64,DX,D0,D78)) @ 0x9600000003 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D64,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,D24,D64,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,D24,D64,DX,D0,D78)) @ 0xa2000000ac <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa10000004a <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa000000001 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78)) @ 0x98000002ab <-- DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,DX,DX,DX,DX,D0,D2 @ 0x970000004c <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0x960000002f <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xc00000008 <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000037 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
367 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(0xxxxxxx,D0,D80,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,D0,D80,DX,DX,D6,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + DX,D0,D80,DX,DX,D6,D171,D64,D78,DX,D172,D24,D64,DX,D0,D78 + DX,D0,D80,DX,DX,D6,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0x9600000003 <-- (DX,D0,D80,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,D0,D80,DX,DX,D6,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,D0,D80,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,D0,D80,DX,DX,D6,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa2000000aa <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa10000004a <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa000000001 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78)) @ 0x98000002ab <-- DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,DX,DX,DX,DX,D0,D2 @ 0x970000004c <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0x960000002f <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xc00000008 <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000037 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
367 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(0xxxxxxx,D1,D187,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,D1,D187,DX,DX,D6,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + DX,D1,D187,DX,DX,D6,D171,D64,D78,DX,D172,D24,D64,DX,D0,D78 + DX,D1,D187,DX,DX,D6,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0x9600000003 <-- (DX,D1,D187,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,D1,D187,DX,DX,D6,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,D1,D187,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,D1,D187,DX,DX,D6,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa2000000a8 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa10000004a <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa000000001 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78)) @ 0x98000002ab <-- DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,DX,DX,DX,DX,D0,D2 @ 0x970000004c <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0x960000002f <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xc00000008 <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000037 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
368 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(0xxxxxxx,D13,D61,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,D13,D61,DX,DX,D6,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + DX,D13,D61,DX,DX,D6,D171,D64,D78,DX,D172,D24,D64,DX,D0,D78 + DX,D13,D61,DX,DX,D6,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0x9600000003 <-- (DX,D13,D61,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,D13,D61,DX,DX,D6,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,D13,D61,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,D13,D61,DX,DX,D6,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa2000000a6 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa10000004a <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa000000001 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78)) @ 0x98000002ab <-- DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,DX,DX,DX,DX,D0,D2 @ 0x970000004c <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0x960000002f <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xc00000008 <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000037 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
368 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,D27,01011xxx,DX,DX,D17,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,D27,01011xxx,DX,DX,D17,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + DX,D27,01011xxx,DX,DX,D17,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78 + DX,D27,01011xxx,DX,DX,D17,D171,D64,D78,DX,D172,D24,D64,DX,D0,D78)) @ 0x9600000003 <-- (DX,D27,01011xxx,DX,DX,D17,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,D27,01011xxx,DX,DX,D17,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + DX,D27,01011xxx,DX,DX,D17,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa2000000a4 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa10000004a <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78 + 1xxxxxxx,DX,DX,DX,DX,D6,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 + DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,D24,D78,DX,D0,D78)) @ 0xa000000001 <-- (DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,D172,000110xx,DX,DX,D0,D78 - (DX,DX,DX,DX,DX,DX,D171,D64,D78,D1,D172,000110xx,DX,DX,D0,D78)) @ 0x98000002ab <-- DX,DX,DX,DX,DX,DX,D171,D64,D78,DX,DX,DX,DX,DX,D0,D2 @ 0x970000004c <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0x960000002f <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xc00000008 <-- DX,DX,DX,DX,DX,DX,D171,D64,0100xxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000037 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
368 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
